candidate_id,composite_score,semantic_score,skill_score,structural_score,behavioral_score,current_title,current_company,location,years_of_experience
CAND_0002336,0.7431,0.6826,0.4167,1.0,1.0,Accountant,Hooli,"Noida, Uttar Pradesh",8.7
CAND_0076163,0.7423,0.766,0.4167,0.85,1.0,NLP Engineer,Ola,"Chandigarh, Chandigarh",6.9
CAND_0037006,0.7416,0.7103,0.4167,1.0,0.944,Civil Engineer,Acme Corp,"Mumbai, Maharashtra",6.5
CAND_0018701,0.7413,0.7372,0.3333,1.0,1.0,Junior ML Engineer,Krutrim,"Delhi, Delhi",6.0
CAND_0096142,0.7413,0.7645,0.3333,1.0,0.952,Applied ML Engineer,upGrad,"Hyderabad, Telangana",5.0
CAND_0018094,0.74,0.7333,0.3333,1.0,1.0,ML Engineer,Mad Street Den,"Bangalore, Karnataka",5.2
CAND_0076526,0.7399,0.7267,0.4167,1.0,0.907,Customer Support,Globex Inc,"Noida, Uttar Pradesh",7.0
CAND_0062413,0.7393,0.7315,0.3333,1.0,1.0,AI Research Engineer,upGrad,"Mumbai, Maharashtra",6.6
CAND_0098952,0.7393,0.7585,0.4167,0.85,0.998,AI Research Engineer,CRED,"Gurgaon, Haryana",5.5
CAND_0037883,0.7392,0.7281,0.4167,1.0,0.901,Mechanical Engineer,Hooli,"Bangalore, Karnataka",6.6
CAND_0052682,0.7385,0.7553,0.4167,0.85,1.0,NLP Engineer,Aganitha,"Vizag, Andhra Pradesh",6.6
CAND_0030031,0.7385,0.7656,0.4167,0.85,0.982,AI Engineer,Microsoft,"Trivandrum, Kerala",5.7
CAND_0014320,0.7369,0.7044,0.4167,1.0,0.931,Customer Support,Globex Inc,"Bangalore, Karnataka",5.2
CAND_0045250,0.7369,0.7692,0.3333,1.0,0.922,Applied ML Engineer,Rephrase.ai,"Delhi, Delhi",6.6
CAND_0067866,0.7368,0.7839,0.25,1.0,1.0,Senior Software Engineer (ML),Tech Mahindra,"Noida, Uttar Pradesh",6.4
CAND_0053605,0.7366,0.7832,0.25,1.0,1.0,Senior Software Engineer (ML),Verloop.io,"Noida, Uttar Pradesh",6.9
CAND_0061265,0.7365,0.7932,0.25,1.0,0.982,Recommendation Systems Engineer,Zoho,"Delhi, Delhi",6.6
CAND_0037160,0.7358,0.7212,0.3333,1.0,1.0,Data Scientist,Haptik,"Mumbai, Maharashtra",6.0
CAND_0037566,0.7341,0.776,0.25,1.0,1.0,Machine Learning Engineer,LinkedIn,"Bangalore, Karnataka",6.9
CAND_0080204,0.734,0.7161,0.3333,1.0,1.0,Mechanical Engineer,Dunder Mifflin,"Hyderabad, Telangana",7.2
CAND_0052328,0.7337,0.7748,0.25,1.0,1.0,Recommendation Systems Engineer,Amazon,"Pune, Maharashtra",6.5
CAND_0049336,0.7336,0.715,0.3333,1.0,1.0,Sales Executive,Stark Industries,"Noida, Uttar Pradesh",8.6
CAND_0088240,0.7331,0.7137,0.3333,1.0,1.0,Content Writer,Hooli,"Bangalore, Karnataka",7.7
CAND_0062247,0.7325,0.7977,0.3333,0.85,1.0,AI Engineer,Google,"Kochi, Kerala",7.3
CAND_0053472,0.7324,0.7772,0.4167,1.0,0.781,Senior Software Engineer (ML),HCL,"Noida, Uttar Pradesh",6.5
CAND_0015578,0.7318,0.7701,0.3333,1.0,0.895,AI Engineer,Zoho,"Delhi, Delhi",5.4
CAND_0039977,0.7316,0.7269,0.4167,1.0,0.865,Civil Engineer,Globex Inc,"Mumbai, Maharashtra",8.9
CAND_0083307,0.7316,0.7871,0.4167,0.85,0.91,Search Engineer,CRED,"Vizag, Andhra Pradesh",7.8
CAND_0022870,0.7315,0.7146,0.5,0.85,0.932,AI Specialist,HCL,"Ahmedabad, Gujarat",6.7
CAND_0088064,0.7313,0.7347,0.4167,0.85,1.0,Customer Support,Acme Corp,"Bhubaneswar, Odisha",8.8
CAND_0026316,0.7309,0.7398,0.4167,0.85,0.989,Customer Support,Hooli,"Gurgaon, Haryana",5.3
CAND_0046459,0.7307,0.7616,0.4167,0.8,1.0,AI Research Engineer,upGrad,"Pune, Maharashtra",4.5
CAND_0041610,0.7305,0.7918,0.3333,0.85,1.0,Recommendation Systems Engineer,Zoho,"Indore, Madhya Pradesh",6.7
CAND_0030570,0.7303,0.6827,0.4167,1.0,0.936,Content Writer,Pied Piper,"Bangalore, Karnataka",6.5
CAND_0088025,0.7288,0.8161,0.3333,0.85,0.949,Staff Machine Learning Engineer,Yellow.ai,"Jaipur, Rajasthan",8.6
CAND_0030468,0.7287,0.7867,0.3333,0.85,1.0,Senior Applied Scientist,Swiggy,"Indore, Madhya Pradesh",5.4
CAND_0011687,0.7285,0.7863,0.3333,0.85,1.0,Senior NLP Engineer,Niramai,"Indore, Madhya Pradesh",7.8
CAND_0066395,0.7281,0.7151,0.4167,1.0,0.868,Sales Executive,Pied Piper,"Pune, Maharashtra",6.7
CAND_0055905,0.7281,0.8111,0.4167,0.7,1.0,Senior Machine Learning Engineer,Flipkart,London,8.1
CAND_0098780,0.728,0.7752,0.25,1.0,0.971,AI Research Engineer,Zomato,"Bangalore, Karnataka",5.9
CAND_0005649,0.7279,0.7726,0.3333,1.0,0.871,Senior Data Scientist,Sarvam AI,"Delhi, Delhi",7.4
CAND_0001644,0.7277,0.7234,0.3333,1.0,0.956,Business Analyst,Acme Corp,"Pune, Maharashtra",8.7
CAND_0008425,0.7276,0.7825,0.4167,0.85,0.898,Senior NLP Engineer,Ola,"Kolkata, West Bengal",7.8
CAND_0094370,0.7275,0.7239,0.4167,0.85,1.0,Business Analyst,Dunder Mifflin,"Jaipur, Rajasthan",8.4
CAND_0016317,0.7273,0.7231,0.4167,0.85,1.0,Project Manager,Acme Corp,"Ahmedabad, Gujarat",6.5
CAND_0002025,0.7273,0.8422,0.25,0.85,1.0,Senior AI Engineer,Apple,"Trivandrum, Kerala",5.9
CAND_0027640,0.7267,0.7317,0.4167,1.0,0.832,Marketing Manager,Globex Inc,"Bangalore, Karnataka",8.7
CAND_0033991,0.7263,0.7203,0.4167,0.85,1.0,Mechanical Engineer,Wayne Enterprises,"Chennai, Tamil Nadu",7.5
CAND_0068811,0.7263,0.7538,0.25,1.0,1.0,Applied ML Engineer,Freshworks,"Pune, Maharashtra",8.0
CAND_0081480,0.7263,0.7536,0.25,1.0,1.0,Computer Vision Engineer,Sarvam AI,"Noida, Uttar Pradesh",5.6
CAND_0008295,0.7259,0.7524,0.25,1.0,1.0,AI Research Engineer,Razorpay,"Pune, Maharashtra",6.5
CAND_0007351,0.725,0.7168,0.4167,0.85,1.0,Business Analyst,Hooli,"Vizag, Andhra Pradesh",5.1
CAND_0010541,0.725,0.7633,0.25,1.0,0.977,AI Research Engineer,Wysa,"Hyderabad, Telangana",6.2
CAND_0007052,0.7249,0.7497,0.25,1.0,1.0,ML Engineer,Unacademy,"Pune, Maharashtra",6.5
CAND_0077498,0.7248,0.7758,0.3333,0.85,1.0,Senior Software Engineer (ML),Niramai,"Ahmedabad, Gujarat",5.4
CAND_0056182,0.7246,0.69,0.3333,1.0,0.999,Mechanical Engineer,Initech,"Noida, Uttar Pradesh",8.9
CAND_0048615,0.7244,0.7177,0.4167,1.0,0.845,Graphic Designer,Wayne Enterprises,"Hyderabad, Telangana",7.2
CAND_0073874,0.7238,0.7089,0.3333,1.0,0.962,Operations Manager,Pied Piper,"Noida, Uttar Pradesh",6.5
CAND_0005311,0.7237,0.7537,0.25,1.0,0.987,AI Research Engineer,Aganitha,"Mumbai, Maharashtra",5.7
CAND_0040117,0.7236,0.7723,0.3333,0.85,1.0,Recommendation Systems Engineer,PhonePe,"Vizag, Andhra Pradesh",6.5
CAND_0024620,0.7236,0.7829,0.5,0.7,0.923,AI Engineer,PharmEasy,New York,5.9
CAND_0012918,0.7235,0.7308,0.3333,1.0,0.922,Project Manager,Globex Inc,"Noida, Uttar Pradesh",8.5
CAND_0036184,0.7231,0.7708,0.3333,0.85,1.0,Recommendation Systems Engineer,CRED,"Trivandrum, Kerala",6.0
CAND_0094292,0.723,0.7676,0.25,1.0,0.959,AI Specialist,Vedantu,"Mumbai, Maharashtra",6.5
CAND_0070525,0.7229,0.8035,0.1667,1.0,1.0,Senior Software Engineer (ML),Mad Street Den,"Hyderabad, Telangana",5.4
CAND_0030946,0.7227,0.7331,0.3333,1.0,0.914,Junior ML Engineer,Yellow.ai,"Mumbai, Maharashtra",6.7
CAND_0042506,0.7227,0.7982,0.3333,0.8,1.0,Search Engineer,Verloop.io,"Mumbai, Maharashtra",4.2
CAND_0064215,0.7226,0.7317,0.3333,1.0,0.916,Civil Engineer,Dunder Mifflin,"Hyderabad, Telangana",8.7
CAND_0081203,0.7222,0.7127,0.4167,0.85,0.993,Operations Manager,Wayne Enterprises,"Vizag, Andhra Pradesh",7.7
CAND_0095528,0.7221,0.7879,0.3333,0.85,0.965,Senior Data Scientist,Netflix,"Indore, Madhya Pradesh",5.3
CAND_0046434,0.722,0.7155,0.3333,1.0,0.941,Sales Executive,Dunder Mifflin,"Pune, Maharashtra",7.8
CAND_0093883,0.7219,0.7262,0.4167,0.85,0.968,AI Research Engineer,Wysa,"Bhubaneswar, Odisha",5.0
CAND_0013440,0.7217,0.7406,0.25,1.0,1.0,Senior Data Engineer,upGrad,"Noida, Uttar Pradesh",7.2
CAND_0079064,0.7215,0.7554,0.25,1.0,0.973,Senior Data Scientist,Niramai,"Noida, Uttar Pradesh",5.2
CAND_0076412,0.7211,0.7582,0.3333,1.0,0.862,AI Research Engineer,Wysa,"Noida, Uttar Pradesh",5.8
CAND_0049120,0.721,0.6803,0.3333,1.0,0.998,Project Manager,Wayne Enterprises,"Pune, Maharashtra",7.4
CAND_0052994,0.721,0.7053,0.4167,0.85,1.0,HR Manager,Stark Industries,"Gurgaon, Haryana",6.6
CAND_0019848,0.721,0.7079,0.4167,0.85,0.995,Operations Manager,Dunder Mifflin,"Trivandrum, Kerala",5.9
CAND_0002969,0.7209,0.7261,0.3333,1.0,0.917,Senior Data Engineer,Unacademy,"Noida, Uttar Pradesh",6.9
CAND_0025640,0.7209,0.7644,0.3333,0.85,1.0,AI Research Engineer,HCL,"Jaipur, Rajasthan",5.6
CAND_0081852,0.7207,0.7766,0.25,1.0,0.932,Senior Data Scientist,Mad Street Den,"Delhi, Delhi",5.9
CAND_0079387,0.7204,0.7629,0.3333,0.85,1.0,AI Engineer,Microsoft,"Trivandrum, Kerala",6.9
CAND_0088703,0.7203,0.7136,0.4167,1.0,0.832,Customer Support,Dunder Mifflin,"Bangalore, Karnataka",5.4
CAND_0032147,0.7203,0.7031,0.4167,0.85,1.0,Accountant,Stark Industries,"Jaipur, Rajasthan",8.2
CAND_0024878,0.7199,0.7615,0.3333,0.85,1.0,AI Specialist,HCL,"Vizag, Andhra Pradesh",5.7
CAND_0043860,0.7199,0.7616,0.3333,0.85,1.0,Junior ML Engineer,Aganitha,"Bhubaneswar, Odisha",6.1
CAND_0048079,0.7196,0.6938,0.4167,1.0,0.863,Sales Executive,Hooli,"Noida, Uttar Pradesh",7.8
CAND_0072407,0.7196,0.7042,0.4167,0.85,0.995,Civil Engineer,Hooli,"Chennai, Tamil Nadu",7.3
CAND_0075574,0.7196,0.7495,0.25,1.0,0.974,Machine Learning Engineer,Haptik,"Bangalore, Karnataka",5.7
CAND_0050454,0.7195,0.7937,0.1667,1.0,1.0,AI Engineer,Rephrase.ai,"Delhi, Delhi",6.8
CAND_0064618,0.7193,0.7005,0.4167,0.85,1.0,Project Manager,Initech,"Bhubaneswar, Odisha",5.7
CAND_0005260,0.7193,0.7814,0.4167,0.85,0.858,Senior NLP Engineer,Netflix,"Chennai, Tamil Nadu",5.2
CAND_0078635,0.719,0.723,0.3333,1.0,0.913,Software Engineer,Tech Mahindra,"Noida, Uttar Pradesh",7.9
CAND_0048558,0.719,0.7329,0.25,1.0,1.0,Data Scientist,Rephrase.ai,"Noida, Uttar Pradesh",6.7
CAND_0051004,0.7187,0.7867,0.3333,0.8,1.0,Senior Data Scientist,CRED,"Delhi, Delhi",4.7
CAND_0036593,0.7183,0.7261,0.4167,0.8,1.0,Sales Executive,Stark Industries,"Delhi, Delhi",10.1
CAND_0038382,0.7182,0.7281,0.4167,1.0,0.796,HR Manager,Wayne Enterprises,"Bangalore, Karnataka",7.0
CAND_0024526,0.7179,0.7234,0.3333,1.0,0.907,Sales Executive,Initech,"Mumbai, Maharashtra",5.2
CAND_0040200,0.7179,0.7524,0.3333,1.0,0.856,AI Research Engineer,PharmEasy,"Pune, Maharashtra",5.5
CAND_0036598,0.7178,0.6773,0.4167,1.0,0.883,Civil Engineer,Initech,"Mumbai, Maharashtra",7.3
CAND_0036778,0.7178,0.7162,0.3333,1.0,0.919,Marketing Manager,Stark Industries,"Hyderabad, Telangana",9.0
CAND_0006418,0.7178,0.7557,0.3333,0.85,1.0,Machine Learning Engineer,Verloop.io,"Gurgaon, Haryana",5.7
CAND_0079407,0.7175,0.7432,0.4167,0.85,0.916,Project Manager,Acme Corp,"Bhubaneswar, Odisha",7.5
CAND_0023396,0.7172,0.7356,0.25,1.0,0.986,Data Engineer,Initech,"Noida, Uttar Pradesh",7.4
CAND_0086022,0.7167,0.8119,0.25,0.85,1.0,Senior Applied Scientist,Sarvam AI,"Kolkata, West Bengal",5.3
CAND_0025658,0.7165,0.7257,0.25,1.0,1.0,Marketing Manager,Dunder Mifflin,"Delhi, Delhi",7.6
CAND_0066758,0.7164,0.7217,0.4167,1.0,0.798,Project Manager,Hooli,"Noida, Uttar Pradesh",8.9
CAND_0096777,0.7164,0.7169,0.3333,1.0,0.911,Business Analyst,Pied Piper,"Hyderabad, Telangana",7.7
CAND_0070514,0.7164,0.7254,0.25,1.0,1.0,AI Specialist,Glance,"Bangalore, Karnataka",5.5
CAND_0062751,0.7162,0.7202,0.4167,0.8,1.0,Mechanical Engineer,Acme Corp,"Delhi, Delhi",9.7
CAND_0050064,0.7156,0.7224,0.4167,1.0,0.793,Sales Executive,Hooli,"Delhi, Delhi",5.9
CAND_0058340,0.7152,0.6886,0.4167,0.85,1.0,Sales Executive,Stark Industries,"Trivandrum, Kerala",8.2
CAND_0066623,0.7152,0.7454,0.25,1.0,0.959,Senior Data Engineer,Nykaa,"Hyderabad, Telangana",6.3
CAND_0037980,0.7151,0.8074,0.25,0.85,1.0,Senior Applied Scientist,Niramai,"Kolkata, West Bengal",9.0
CAND_0099288,0.7149,0.6878,0.4167,0.85,1.0,Content Writer,Stark Industries,"Kolkata, West Bengal",7.4
CAND_0020954,0.7148,0.7093,0.3333,1.0,0.916,Senior Software Engineer,Swiggy,"Pune, Maharashtra",7.1
CAND_0073007,0.7143,0.779,0.1667,1.0,1.0,AI Specialist,Aganitha,"Bangalore, Karnataka",5.8
CAND_0011383,0.7141,0.7099,0.4167,1.0,0.807,Mechanical Engineer,Wayne Enterprises,"Noida, Uttar Pradesh",6.6
CAND_0009734,0.7138,0.6915,0.4167,1.0,0.838,Accountant,Wayne Enterprises,"Pune, Maharashtra",8.6
CAND_0024947,0.7138,0.7801,0.3333,0.85,0.937,AI Research Engineer,HCL,"Trivandrum, Kerala",6.1
CAND_0010603,0.7137,0.7279,0.25,1.0,0.982,ML Engineer,BYJU'S,"Bangalore, Karnataka",5.3
CAND_0004402,0.7136,0.7771,0.1667,1.0,1.0,AI Research Engineer,Yellow.ai,"Delhi, Delhi",6.0
CAND_0074723,0.7135,0.6793,0.3333,1.0,0.962,Civil Engineer,Hooli,"Bangalore, Karnataka",8.0
CAND_0044445,0.7134,0.7172,0.4167,0.85,0.941,Accountant,Globex Inc,"Ahmedabad, Gujarat",6.5
CAND_0040178,0.7134,0.7368,0.25,1.0,0.965,ML Engineer,Meesho,"Pune, Maharashtra",5.0
CAND_0030784,0.7134,0.7293,0.4167,0.8,0.97,Data Scientist,Yellow.ai,"Delhi, Delhi",4.4
CAND_0099268,0.7129,0.7336,0.25,1.0,0.968,Customer Support,Stark Industries,"Hyderabad, Telangana",6.6
CAND_0083005,0.7126,0.7343,0.4167,0.85,0.907,Mechanical Engineer,Globex Inc,"Vizag, Andhra Pradesh",5.4
CAND_0002389,0.7123,0.7138,0.25,1.0,1.0,Analytics Engineer,Acme Corp,"Noida, Uttar Pradesh",5.3
CAND_0010257,0.7123,0.7617,0.25,1.0,0.916,Senior Data Scientist,Google,"Noida, Uttar Pradesh",6.5
CAND_0016282,0.7121,0.7243,0.4167,0.85,0.922,Content Writer,Hooli,"Jaipur, Rajasthan",7.1
CAND_0071939,0.7119,0.7127,0.25,1.0,1.0,Data Scientist,Krutrim,"Pune, Maharashtra",6.4
CAND_0033445,0.7118,0.7385,0.3333,0.85,1.0,ML Engineer,Vedantu,"Ahmedabad, Gujarat",6.8
CAND_0067453,0.7115,0.7227,0.4167,0.85,0.922,Content Writer,Hooli,"Ahmedabad, Gujarat",5.8
CAND_0007460,0.7115,0.7959,0.4167,0.8,0.844,AI Engineer,Salesforce,"Pune, Maharashtra",4.7
CAND_0026162,0.7114,0.6898,0.4167,1.0,0.829,Business Analyst,Initech,"Bangalore, Karnataka",5.4
CAND_0021406,0.7113,0.711,0.25,1.0,1.0,Software Engineer,Wayne Enterprises,"Mumbai, Maharashtra",7.3
CAND_0072688,0.711,0.7101,0.25,1.0,1.0,Data Scientist,Niramai,"Pune, Maharashtra",6.9
CAND_0057736,0.7108,0.7495,0.3333,0.85,0.976,Computer Vision Engineer,Mad Street Den,"Coimbatore, Tamil Nadu",6.2
CAND_0058688,0.7108,0.7619,0.4167,0.7,1.0,AI Engineer,Vedantu,Berlin,6.7
CAND_0037944,0.7108,0.7902,0.4167,0.65,1.0,Senior Data Scientist,Vedantu,"Jaipur, Rajasthan",4.9
CAND_0078258,0.7107,0.7345,0.4167,0.8,0.947,Civil Engineer,Hooli,"Noida, Uttar Pradesh",4.8
CAND_0046698,0.7102,0.7078,0.25,1.0,1.0,Graphic Designer,Dunder Mifflin,"Pune, Maharashtra",7.0
CAND_0081086,0.7102,0.7637,0.25,1.0,0.902,AI Specialist,Observe.AI,"Noida, Uttar Pradesh",5.2
CAND_0096916,0.7101,0.7073,0.25,1.0,1.0,Software Engineer,Pied Piper,"Pune, Maharashtra",6.3
CAND_0088369,0.7097,0.6861,0.4167,0.85,0.977,Business Analyst,Pied Piper,"Ahmedabad, Gujarat",9.0
CAND_0066652,0.7097,0.7138,0.3333,1.0,0.883,Graphic Designer,Initech,"Delhi, Delhi",5.1
CAND_0019288,0.7097,0.7658,0.1667,1.0,1.0,AI Research Engineer,Paytm,"Noida, Uttar Pradesh",5.7
CAND_0045064,0.7095,0.6935,0.4167,1.0,0.813,HR Manager,Initech,"Delhi, Delhi",7.8
CAND_0093912,0.7094,0.7911,0.25,0.85,1.0,Senior Data Scientist,Razorpay,"Chandigarh, Chandigarh",5.3
CAND_0063835,0.709,0.7202,0.4167,0.85,0.914,Business Analyst,Wayne Enterprises,"Indore, Madhya Pradesh",6.6
CAND_0074523,0.7086,0.7032,0.25,1.0,1.0,Backend Engineer,Vedantu,"Delhi, Delhi",5.8
CAND_0077285,0.7086,0.7475,0.3333,0.85,0.968,Recommendation Systems Engineer,Nykaa,"Ahmedabad, Gujarat",5.5
CAND_0049978,0.7083,0.7879,0.25,0.85,1.0,Senior Software Engineer (ML),Sarvam AI,"Trivandrum, Kerala",6.6
CAND_0051466,0.7082,0.7311,0.3333,0.85,0.995,AI Research Engineer,Niramai,"Trivandrum, Kerala",5.3
CAND_0080766,0.7081,0.7863,0.3333,0.85,0.898,Staff Machine Learning Engineer,Salesforce,"Coimbatore, Tamil Nadu",8.8
CAND_0052370,0.7079,0.6999,0.4167,0.85,0.944,Operations Manager,Stark Industries,"Vizag, Andhra Pradesh",7.4
CAND_0098288,0.7079,0.7332,0.25,1.0,0.944,Junior ML Engineer,Vedantu,"Mumbai, Maharashtra",6.7
CAND_0066276,0.7078,0.7316,0.4167,0.8,0.938,Civil Engineer,Globex Inc,"Delhi, Delhi",9.2
CAND_0017093,0.7076,0.7004,0.25,1.0,1.0,ML Engineer,Zoho,"Hyderabad, Telangana",5.9
CAND_0076156,0.7075,0.7261,0.3333,0.85,1.0,HR Manager,Globex Inc,"Coimbatore, Tamil Nadu",7.3
CAND_0007412,0.7074,0.7408,0.25,1.0,0.928,Applied ML Engineer,Zoho,"Noida, Uttar Pradesh",7.4
CAND_0099401,0.7073,0.7607,0.5833,0.85,0.626,NLP Engineer,Dream11,"Ahmedabad, Gujarat",7.7
CAND_0041895,0.707,0.7283,0.3333,1.0,0.844,Civil Engineer,Wayne Enterprises,"Noida, Uttar Pradesh",8.9
CAND_0059839,0.7069,0.7363,0.4167,0.8,0.925,Civil Engineer,Initech,"Delhi, Delhi",9.5
CAND_0030348,0.7069,0.7748,0.3333,0.8,0.962,Machine Learning Engineer,BYJU'S,"Noida, Uttar Pradesh",4.5
CAND_0001206,0.7067,0.6932,0.3333,1.0,0.904,Civil Engineer,Initech,"Pune, Maharashtra",8.8
CAND_0008677,0.7067,0.7389,0.25,1.0,0.928,Senior Software Engineer,PolicyBazaar,"Pune, Maharashtra",5.8
CAND_0013393,0.7067,0.7554,0.25,1.0,0.899,ML Engineer,Freshworks,"Bangalore, Karnataka",5.3
CAND_0021488,0.7064,0.6969,0.25,1.0,1.0,Data Engineer,Nykaa,"Hyderabad, Telangana",6.5
CAND_0096537,0.7064,0.7087,0.4167,0.8,0.971,HR Manager,Globex Inc,"Noida, Uttar Pradesh",4.0
CAND_0072652,0.7063,0.7239,0.3333,0.85,0.998,Operations Manager,Acme Corp,"Indore, Madhya Pradesh",7.1
CAND_0011162,0.7063,0.7656,0.3333,0.85,0.925,Recommendation Systems Engineer,upGrad,"Coimbatore, Tamil Nadu",5.8
CAND_0043416,0.7062,0.7225,0.3333,0.85,1.0,Business Analyst,Hooli,"Chandigarh, Chandigarh",7.5
CAND_0055627,0.706,0.6958,0.25,1.0,1.0,Data Analyst,HCL,"Mumbai, Maharashtra",6.9
CAND_0039905,0.7059,0.7029,0.3333,1.0,0.883,Content Writer,Hooli,"Delhi, Delhi",6.8
CAND_0039382,0.7058,0.7156,0.3333,1.0,0.86,Marketing Manager,Initech,"Pune, Maharashtra",7.8
CAND_0068410,0.7057,0.7635,0.3333,0.85,0.926,Senior Software Engineer (ML),Unacademy,"Ahmedabad, Gujarat",5.8
CAND_0023650,0.7056,0.6947,0.25,1.0,1.0,Analytics Engineer,Flipkart,"Delhi, Delhi",5.2
CAND_0073314,0.7056,0.7539,0.1667,1.0,1.0,Senior Software Engineer (ML),Aganitha,"Noida, Uttar Pradesh",5.2
CAND_0009024,0.7056,0.7803,0.25,0.85,1.0,Search Engineer,Google,"Chennai, Tamil Nadu",5.2
CAND_0048669,0.7055,0.6914,0.3333,1.0,0.901,Marketing Manager,Initech,"Noida, Uttar Pradesh",8.7
CAND_0091899,0.7054,0.7755,0.3333,1.0,0.753,Senior Software Engineer (ML),PhonePe,"Delhi, Delhi",5.8
CAND_0071880,0.7054,0.7713,0.25,1.0,0.865,Senior Software Engineer (ML),Locobuzz,"Bangalore, Karnataka",5.8
CAND_0035508,0.7053,0.6936,0.25,1.0,1.0,Data Analyst,Pied Piper,"Hyderabad, Telangana",7.2
CAND_0013229,0.7053,0.7282,0.4167,1.0,0.731,Mechanical Engineer,Hooli,"Delhi, Delhi",5.5
CAND_0079806,0.7053,0.7355,0.3333,1.0,0.823,Accountant,Hooli,"Pune, Maharashtra",8.4
CAND_0038463,0.7053,0.7309,0.25,1.0,0.935,Civil Engineer,Globex Inc,"Noida, Uttar Pradesh",6.6
CAND_0013524,0.7052,0.7248,0.3333,1.0,0.841,Customer Support,Initech,"Mumbai, Maharashtra",7.1
CAND_0096466,0.705,0.7174,0.3333,1.0,0.853,HR Manager,Pied Piper,"Noida, Uttar Pradesh",7.0
CAND_0064904,0.7049,0.785,0.3333,0.8,0.934,AI Engineer,LinkedIn,"Hyderabad, Telangana",4.9
CAND_0062586,0.7044,0.7229,0.4167,0.85,0.886,Graphic Designer,Wayne Enterprises,"Trivandrum, Kerala",8.2
CAND_0086682,0.7044,0.7353,0.25,1.0,0.923,Customer Support,Wayne Enterprises,"Pune, Maharashtra",5.4
CAND_0017090,0.7042,0.7763,0.25,0.85,1.0,Senior Software Engineer (ML),Paytm,"Kochi, Kerala",5.5
